figure_panel,regimen,biomarker,curve,time_day,value,units,digitization_note
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,29.25,2.02613,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,29.5,2.02613,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,29.75,1.99526,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,30.0,1.96487,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,30.25,1.96487,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,30.5,1.93494,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,30.75,1.96487,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,31.0,1.93494,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,31.25,1.90546,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,31.5,1.90546,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,31.75,1.87923,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,32.0,1.84785,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,32.25,1.84785,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,32.5,1.79198,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,32.75,1.79198,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,33.0,1.79198,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,33.25,1.79198,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,33.5,1.79198,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,33.75,1.78239,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,34.0,1.76468,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,34.25,1.7378,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,34.5,1.71133,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,34.75,1.71133,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,35.0,1.68526,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,35.25,1.68526,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,35.5,1.68526,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,35.75,1.65959,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,36.0,1.65959,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,36.25,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,36.5,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,36.75,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,37.0,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,37.25,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,37.5,1.60551,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,37.75,1.58489,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,38.0,1.58489,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,38.25,1.56075,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
