figure_panel,regimen,patient_rank_fraction,approx_virtual_patient_rank_if_N4500,tumor_change_percent_day84,units,digitization_note
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4100,1846,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4120,1855,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4140,1864,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4160,1873,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4180,1882,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4200,1891,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4220,1900,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4240,1909,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4260,1918,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4280,1927,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4300,1936,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4320,1945,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4340,1954,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4360,1963,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4380,1972,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4400,1981,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4420,1990,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4440,1999,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4460,2008,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4480,2017,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4500,2026,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4520,2035,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4540,2044,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4560,2053,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4580,2062,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4600,2071,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4620,2080,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4640,2089,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4660,2098,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4680,2107,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4700,2116,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4720,2125,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4740,2134,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4760,2143,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4780,2152,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4800,2161,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4820,2170,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4840,2179,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4860,2188,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4880,2197,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4900,2206,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4920,2215,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4940,2224,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4960,2233,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4980,2242,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5000,2250,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5020,2259,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5040,2268,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5060,2277,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5080,2286,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5100,2295,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5120,2304,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5140,2313,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5160,2322,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5180,2331,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5200,2340,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5220,2349,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5240,2358,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5260,2367,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5280,2376,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.5300,2385,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
